Topic: test-topic-0000000-1000-5FPR4wg  TopicId: GqXYichCSZOEPoLD--xQrA PartitionCount: 1000    ReplicationFactor: 3    Configs: min.insync.replicas=2,retention.ms=86400000,message.format.version=3.0-IV1,unclean.leader.election.enable=true
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 659  Leader: 5       Replicas: 5,9,11        Isr: 5,9,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 660  Leader: 13      Replicas: 13,11,14      Isr: 13,11,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 661  Leader: 1       Replicas: 1,12,7        Isr: 1,12,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 662  Leader: 9       Replicas: 9,3,6 Isr: 9,3,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 663  Leader: 5       Replicas: 5,4,2 Isr: 5,4,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 664  Leader: 15      Replicas: 15,8,10       Isr: 15,8,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 665  Leader: 14      Replicas: 14,13,11      Isr: 14,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 666  Leader: 7       Replicas: 7,1,12        Isr: 7,1,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 667  Leader: 6       Replicas: 6,9,3 Isr: 6,9,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 668  Leader: 2       Replicas: 2,5,4 Isr: 2,5,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 669  Leader: 10      Replicas: 10,15,8       Isr: 10,15,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 670  Leader: 11      Replicas: 11,14,13      Isr: 11,14,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 671  Leader: 12      Replicas: 12,7,1        Isr: 12,7,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 672  Leader: 3       Replicas: 3,6,9 Isr: 3,6,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 673  Leader: 4       Replicas: 4,2,5 Isr: 4,2,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 674  Leader: 8       Replicas: 8,10,15       Isr: 8,10,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 675  Leader: 13      Replicas: 13,6,2        Isr: 13,6,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 676  Leader: 11      Replicas: 11,14,5       Isr: 11,14,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 677  Leader: 12      Replicas: 12,10,15      Isr: 12,10,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 678  Leader: 7       Replicas: 7,4,8 Isr: 7,4,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 679  Leader: 1       Replicas: 1,9,3 Isr: 1,9,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 680  Leader: 2       Replicas: 2,13,6        Isr: 2,13,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 681  Leader: 5       Replicas: 5,11,14       Isr: 5,11,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 682  Leader: 15      Replicas: 15,12,10      Isr: 15,12,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 683  Leader: 8       Replicas: 8,7,4 Isr: 8,7,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 684  Leader: 3       Replicas: 3,1,9 Isr: 3,1,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 685  Leader: 6       Replicas: 6,2,13        Isr: 6,2,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 686  Leader: 14      Replicas: 14,5,11       Isr: 14,5,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 687  Leader: 10      Replicas: 10,15,12      Isr: 10,15,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 688  Leader: 4       Replicas: 4,8,7 Isr: 4,8,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 689  Leader: 9       Replicas: 9,3,1 Isr: 9,3,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 690  Leader: 15      Replicas: 15,14,5       Isr: 15,14,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 691  Leader: 12      Replicas: 12,3,11       Isr: 12,3,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 692  Leader: 7       Replicas: 7,4,8 Isr: 7,4,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 693  Leader: 1       Replicas: 1,9,13        Isr: 1,9,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 694  Leader: 2       Replicas: 2,10,6        Isr: 2,10,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 695  Leader: 5       Replicas: 5,15,14       Isr: 5,15,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 696  Leader: 11      Replicas: 11,12,3       Isr: 11,12,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 697  Leader: 8       Replicas: 8,7,4 Isr: 8,7,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 698  Leader: 13      Replicas: 13,1,9        Isr: 13,1,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 699  Leader: 6       Replicas: 6,2,10        Isr: 6,2,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 700  Leader: 14      Replicas: 14,5,15       Isr: 14,5,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 701  Leader: 3       Replicas: 3,11,12       Isr: 3,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 702  Leader: 4       Replicas: 4,8,7 Isr: 4,8,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 703  Leader: 9       Replicas: 9,13,1        Isr: 9,13,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 704  Leader: 10      Replicas: 10,6,2        Isr: 10,6,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 705  Leader: 8       Replicas: 8,3,6 Isr: 8,3,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 706  Leader: 13      Replicas: 13,11,9       Isr: 13,11,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 707  Leader: 15      Replicas: 15,2,7        Isr: 15,2,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 708  Leader: 12      Replicas: 12,5,1        Isr: 12,5,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 709  Leader: 10      Replicas: 10,4,14       Isr: 10,4,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 710  Leader: 6       Replicas: 6,8,3 Isr: 6,8,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 711  Leader: 9       Replicas: 9,13,11       Isr: 9,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 712  Leader: 7       Replicas: 7,15,2        Isr: 7,15,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 713  Leader: 1       Replicas: 1,12,5        Isr: 1,12,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 714  Leader: 14      Replicas: 14,10,4       Isr: 14,10,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 715  Leader: 3       Replicas: 3,6,8 Isr: 3,6,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 716  Leader: 11      Replicas: 11,9,13       Isr: 11,9,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 717  Leader: 2       Replicas: 2,7,15        Isr: 2,7,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 718  Leader: 5       Replicas: 5,1,12        Isr: 5,1,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 719  Leader: 4       Replicas: 4,14,10       Isr: 4,14,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 720  Leader: 13      Replicas: 13,2,15       Isr: 13,2,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 721  Leader: 12      Replicas: 12,6,10       Isr: 12,6,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 722  Leader: 11      Replicas: 11,5,9        Isr: 11,5,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 723  Leader: 3       Replicas: 3,8,1 Isr: 3,8,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 724  Leader: 14      Replicas: 14,4,7        Isr: 14,4,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 725  Leader: 15      Replicas: 15,13,2       Isr: 15,13,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 726  Leader: 10      Replicas: 10,12,6       Isr: 10,12,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 727  Leader: 9       Replicas: 9,11,5        Isr: 9,11,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 728  Leader: 1       Replicas: 1,3,8 Isr: 1,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 729  Leader: 7       Replicas: 7,14,4        Isr: 7,14,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 730  Leader: 2       Replicas: 2,15,13       Isr: 2,15,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 731  Leader: 6       Replicas: 6,10,12       Isr: 6,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 732  Leader: 5       Replicas: 5,9,11        Isr: 5,9,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 733  Leader: 8       Replicas: 8,1,3 Isr: 8,1,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 734  Leader: 4       Replicas: 4,7,14        Isr: 4,7,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 735  Leader: 8       Replicas: 8,15,3        Isr: 8,15,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 736  Leader: 11      Replicas: 11,13,2       Isr: 11,13,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 737  Leader: 5       Replicas: 5,14,4        Isr: 5,14,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 738  Leader: 12      Replicas: 12,6,10       Isr: 12,6,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 739  Leader: 1       Replicas: 1,7,9 Isr: 1,7,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 740  Leader: 3       Replicas: 3,8,15        Isr: 3,8,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 741  Leader: 2       Replicas: 2,11,13       Isr: 2,11,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 742  Leader: 4       Replicas: 4,5,14        Isr: 4,5,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 743  Leader: 10      Replicas: 10,12,6       Isr: 10,12,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 744  Leader: 9       Replicas: 9,1,7 Isr: 9,1,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 745  Leader: 15      Replicas: 15,3,8        Isr: 15,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 746  Leader: 13      Replicas: 13,2,11       Isr: 13,2,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 747  Leader: 14      Replicas: 14,4,5        Isr: 14,4,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 748  Leader: 6       Replicas: 6,10,12       Isr: 6,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 749  Leader: 7       Replicas: 7,9,1 Isr: 7,9,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 750  Leader: 11      Replicas: 11,10,12      Isr: 11,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 751  Leader: 7       Replicas: 7,9,1 Isr: 7,9,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 752  Leader: 14      Replicas: 14,6,13       Isr: 14,6,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 753  Leader: 15      Replicas: 15,3,2        Isr: 15,3,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 754  Leader: 5       Replicas: 5,8,4 Isr: 5,8,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 755  Leader: 12      Replicas: 12,11,10      Isr: 12,11,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 756  Leader: 1       Replicas: 1,7,9 Isr: 1,7,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 757  Leader: 13      Replicas: 13,14,6       Isr: 13,14,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 758  Leader: 2       Replicas: 2,15,3        Isr: 2,15,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 759  Leader: 4       Replicas: 4,5,8 Isr: 4,5,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 760  Leader: 10      Replicas: 10,12,11      Isr: 10,12,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 761  Leader: 9       Replicas: 9,1,7 Isr: 9,1,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 762  Leader: 6       Replicas: 6,13,14       Isr: 6,13,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 763  Leader: 3       Replicas: 3,2,15        Isr: 3,2,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 764  Leader: 8       Replicas: 8,4,5 Isr: 8,4,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 765  Leader: 5       Replicas: 5,9,1 Isr: 5,9,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 766  Leader: 12      Replicas: 12,11,13      Isr: 12,11,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 767  Leader: 15      Replicas: 15,3,8        Isr: 15,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 768  Leader: 10      Replicas: 10,14,4       Isr: 10,14,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 769  Leader: 2       Replicas: 2,6,7 Isr: 2,6,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 770  Leader: 1       Replicas: 1,5,9 Isr: 1,5,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 771  Leader: 13      Replicas: 13,12,11      Isr: 13,12,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 772  Leader: 8       Replicas: 8,15,3        Isr: 8,15,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 773  Leader: 4       Replicas: 4,10,14       Isr: 4,10,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 774  Leader: 7       Replicas: 7,2,6 Isr: 7,2,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 775  Leader: 9       Replicas: 9,1,5 Isr: 9,1,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 776  Leader: 11      Replicas: 11,13,12      Isr: 11,13,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 777  Leader: 3       Replicas: 3,8,15        Isr: 3,8,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 778  Leader: 14      Replicas: 14,4,10       Isr: 14,4,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 779  Leader: 6       Replicas: 6,7,2 Isr: 6,7,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 780  Leader: 11      Replicas: 11,12,13      Isr: 11,12,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 781  Leader: 14      Replicas: 14,5,4        Isr: 14,5,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 782  Leader: 10      Replicas: 10,15,9       Isr: 10,15,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 783  Leader: 1       Replicas: 1,8,7 Isr: 1,8,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 784  Leader: 2       Replicas: 2,3,6 Isr: 2,3,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 785  Leader: 13      Replicas: 13,11,12      Isr: 13,11,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 786  Leader: 4       Replicas: 4,14,5        Isr: 4,14,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 787  Leader: 9       Replicas: 9,10,15       Isr: 9,10,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 788  Leader: 7       Replicas: 7,1,8 Isr: 7,1,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 789  Leader: 6       Replicas: 6,2,3 Isr: 6,2,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 790  Leader: 12      Replicas: 12,13,11      Isr: 12,13,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 791  Leader: 5       Replicas: 5,4,14        Isr: 5,4,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 792  Leader: 15      Replicas: 15,9,10       Isr: 15,9,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 793  Leader: 8       Replicas: 8,7,1 Isr: 8,7,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 794  Leader: 3       Replicas: 3,6,2 Isr: 3,6,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 795  Leader: 9       Replicas: 9,6,3 Isr: 9,6,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 796  Leader: 15      Replicas: 15,10,8       Isr: 15,10,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 797  Leader: 5       Replicas: 5,2,11        Isr: 5,2,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 798  Leader: 14      Replicas: 14,4,13       Isr: 14,4,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 799  Leader: 1       Replicas: 1,7,12        Isr: 1,7,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 800  Leader: 3       Replicas: 3,9,6 Isr: 3,9,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 801  Leader: 8       Replicas: 8,15,10       Isr: 8,15,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 802  Leader: 11      Replicas: 11,5,2        Isr: 11,5,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 803  Leader: 13      Replicas: 13,14,4       Isr: 13,14,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 804  Leader: 12      Replicas: 12,1,7        Isr: 12,1,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 805  Leader: 6       Replicas: 6,3,9 Isr: 6,3,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 806  Leader: 10      Replicas: 10,8,15       Isr: 10,8,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 807  Leader: 2       Replicas: 2,11,5        Isr: 2,11,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 808  Leader: 4       Replicas: 4,13,14       Isr: 4,13,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 809  Leader: 7       Replicas: 7,12,1        Isr: 7,12,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 810  Leader: 7       Replicas: 7,12,15       Isr: 7,12,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 811  Leader: 8       Replicas: 8,6,5 Isr: 8,6,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 812  Leader: 1       Replicas: 1,10,2        Isr: 1,10,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 813  Leader: 13      Replicas: 13,14,11      Isr: 13,14,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 814  Leader: 9       Replicas: 9,4,3 Isr: 9,4,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 815  Leader: 15      Replicas: 15,7,12       Isr: 15,7,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 816  Leader: 5       Replicas: 5,8,6 Isr: 5,8,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 817  Leader: 2       Replicas: 2,1,10        Isr: 2,1,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 818  Leader: 11      Replicas: 11,13,14      Isr: 11,13,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 819  Leader: 3       Replicas: 3,9,4 Isr: 3,9,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 820  Leader: 12      Replicas: 12,15,7       Isr: 12,15,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 821  Leader: 6       Replicas: 6,5,8 Isr: 6,5,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 822  Leader: 10      Replicas: 10,2,1        Isr: 10,2,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 823  Leader: 14      Replicas: 14,11,13      Isr: 14,11,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 824  Leader: 4       Replicas: 4,3,9 Isr: 4,3,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 825  Leader: 3       Replicas: 3,9,11        Isr: 3,9,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 826  Leader: 12      Replicas: 12,6,10       Isr: 12,6,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 827  Leader: 1       Replicas: 1,7,8 Isr: 1,7,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 828  Leader: 13      Replicas: 13,2,15       Isr: 13,2,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 829  Leader: 14      Replicas: 14,4,5        Isr: 14,4,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 830  Leader: 11      Replicas: 11,3,9        Isr: 11,3,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 831  Leader: 10      Replicas: 10,12,6       Isr: 10,12,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 832  Leader: 8       Replicas: 8,1,7 Isr: 8,1,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 833  Leader: 15      Replicas: 15,13,2       Isr: 15,13,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 834  Leader: 5       Replicas: 5,14,4        Isr: 5,14,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 835  Leader: 9       Replicas: 9,11,3        Isr: 9,11,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 836  Leader: 6       Replicas: 6,10,12       Isr: 6,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 837  Leader: 7       Replicas: 7,8,1 Isr: 7,8,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 838  Leader: 2       Replicas: 2,15,13       Isr: 2,15,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 839  Leader: 4       Replicas: 4,5,14        Isr: 4,5,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 840  Leader: 9       Replicas: 9,4,3 Isr: 9,4,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 841  Leader: 15      Replicas: 15,10,2       Isr: 15,10,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 842  Leader: 13      Replicas: 13,12,1       Isr: 13,12,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 843  Leader: 8       Replicas: 8,11,7        Isr: 8,11,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 844  Leader: 6       Replicas: 6,5,14        Isr: 6,5,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 845  Leader: 3       Replicas: 3,9,4 Isr: 3,9,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 846  Leader: 2       Replicas: 2,15,10       Isr: 2,15,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 847  Leader: 1       Replicas: 1,13,12       Isr: 1,13,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 848  Leader: 7       Replicas: 7,8,11        Isr: 7,8,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 849  Leader: 14      Replicas: 14,6,5        Isr: 14,6,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 850  Leader: 4       Replicas: 4,3,9 Isr: 4,3,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 851  Leader: 10      Replicas: 10,2,15       Isr: 10,2,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 852  Leader: 12      Replicas: 12,1,13       Isr: 12,1,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 853  Leader: 11      Replicas: 11,7,8        Isr: 11,7,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 854  Leader: 5       Replicas: 5,14,6        Isr: 5,14,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 855  Leader: 3       Replicas: 3,8,4 Isr: 3,8,4
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 856  Leader: 14      Replicas: 14,15,7       Isr: 14,15,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 857  Leader: 11      Replicas: 11,10,12      Isr: 11,10,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 858  Leader: 5       Replicas: 5,2,6 Isr: 5,2,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 859  Leader: 9       Replicas: 9,1,13        Isr: 9,1,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 860  Leader: 4       Replicas: 4,3,8 Isr: 4,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 861  Leader: 7       Replicas: 7,14,15       Isr: 7,14,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 862  Leader: 12      Replicas: 12,11,10      Isr: 12,11,10
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 863  Leader: 6       Replicas: 6,5,2 Isr: 6,5,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 864  Leader: 13      Replicas: 13,9,1        Isr: 13,9,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 865  Leader: 8       Replicas: 8,4,3 Isr: 8,4,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 866  Leader: 15      Replicas: 15,7,14       Isr: 15,7,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 867  Leader: 10      Replicas: 10,12,11      Isr: 10,12,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 868  Leader: 2       Replicas: 2,6,5 Isr: 2,6,5
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 869  Leader: 1       Replicas: 1,13,9        Isr: 1,13,9
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 870  Leader: 15      Replicas: 15,3,8        Isr: 15,3,8
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 871  Leader: 10      Replicas: 10,2,1        Isr: 10,2,1
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 872  Leader: 9       Replicas: 9,6,13        Isr: 9,6,13
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 873  Leader: 4       Replicas: 4,7,12        Isr: 4,7,12
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 874  Leader: 5       Replicas: 5,14,11       Isr: 5,14,11
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 875  Leader: 8       Replicas: 8,15,3        Isr: 8,15,3
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 876  Leader: 1       Replicas: 1,10,2        Isr: 1,10,2
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 877  Leader: 13      Replicas: 13,9,6        Isr: 13,9,6
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 878  Leader: 12      Replicas: 12,4,7        Isr: 12,4,7
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 879  Leader: 11      Replicas: 11,5,14       Isr: 11,5,14
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 880  Leader: 3       Replicas: 3,8,15        Isr: 3,8,15
        Topic: test-topic-0000000-1000-5FPR4wg  Partition: 881  Leader: 2       Replicas: 2,1,10        Isr: 2,1,10
